Duration (in seconds),What is your age (# years)?,What is your gender? - Selected Choice,In which country do you currently reside?,"Are you currently a student? (high school, university, or graduate)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Online courses (Coursera, EdX, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Video platforms (YouTube, Twitch, etc)","What products or platforms did you find to be most helpful when you first started studying data science?  (Select all that apply) - Selected Choice - Kaggle (notebooks, competitions, etc)",What is the highest level of formal education that you have attained or plan to attain within the next 2 years?,"Have you ever published any academic research (papers, preprints, conference proceedings, etc)?",For how many years have you been writing code and/or programming?,What programming languages do you use on a regular basis? (Select all that apply) - Selected Choice - Python,Which of the following integrated development environments (IDE's) do you use on a regular basis?  (Select all that apply) - Selected Choice -  Jupyter Notebook,Do you use any of the following data visualization libraries on a regular basis?  (Select all that apply) - Selected Choice -  Matplotlib ,For how many years have you used machine learning methods?
176,0,0,20,1,1,0,0,6,1,6,1,1,1,9
157,0,0,54,1,0,1,0,6,1,5,0,0,0,8
328,6,0,5,0,1,0,1,3,0,5,0,1,1,8
147,0,4,20,1,0,1,1,0,1,0,0,0,0,0
142,2,0,20,0,1,1,0,3,0,3,0,0,0,5
1812,4,4,55,0,0,0,1,0,1,0,0,0,0,4
2155,5,0,10,0,1,1,0,3,2,4,0,0,0,6
341,2,0,34,0,0,1,0,3,2,5,0,0,0,8
3356,3,0,20,0,0,1,1,3,0,6,1,1,1,9
573,5,4,55,1,1,1,0,3,2,1,0,0,0,8
546,0,4,20,1,0,1,0,6,1,0,0,0,0,8
145,2,0,20,1,1,0,0,3,0,4,0,0,1,9
295,3,4,55,0,0,0,1,3,0,3,0,1,0,5
345,0,0,20,1,1,0,1,0,1,5,0,0,0,8
325,3,0,34,0,1,0,1,3,0,6,1,1,1,9
471,2,0,20,0,1,1,0,0,1,0,0,0,0,8
221,3,0,5,0,0,0,0,3,0,4,0,0,0,0
347,5,4,20,0,1,0,0,3,0,5,0,0,0,8
2227,1,0,30,0,1,1,1,4,1,3,0,1,1,0
323,0,4,20,1,1,1,1,0,1,5,0,1,1,8
150,0,0,20,1,1,1,1,4,1,5,0,0,0,7
192,0,0,20,1,0,1,0,6,1,0,0,0,0,8
593,3,4,20,0,1,1,0,1,0,4,0,0,0,8
263,2,0,57,1,0,1,0,0,1,5,0,0,0,8
5885,1,0,51,0,0,1,0,0,1,0,0,1,0,4
607,4,0,25,0,1,1,0,3,2,2,0,0,0,6
283,3,4,49,0,0,1,0,1,0,0,1,0,1,8
511,7,4,20,0,0,1,1,2,1,0,0,0,0,7
574,6,0,20,0,1,1,0,3,2,3,0,0,0,2
250,0,0,20,1,0,0,0,0,1,3,0,0,0,2
1765,1,0,20,0,0,0,1,3,0,5,0,0,0,8
65107,3,0,55,0,1,1,1,1,2,7,1,1,1,9
1297,1,0,33,1,0,1,1,0,1,0,0,0,0,2
455,5,0,42,0,0,1,1,0,1,5,0,0,0,7
880,5,0,45,0,1,0,1,2,1,1,0,0,0,6
211,0,0,20,1,1,0,1,0,1,5,1,1,1,7
1607,0,4,21,1,0,1,0,1,2,0,0,0,0,8
479,3,0,20,0,1,0,0,0,1,0,0,0,0,8
225,2,0,33,1,0,0,1,0,1,5,0,1,0,7
1584,4,0,55,0,1,1,0,3,2,2,0,0,0,1
240,1,0,20,1,0,1,0,3,0,0,0,1,0,0
325,2,0,20,0,1,0,1,7,1,7,1,1,1,9
849,2,0,55,0,0,1,0,0,1,3,0,1,0,0
350,2,4,9,1,0,1,0,1,2,0,0,0,1,9
1935,6,4,40,0,1,0,1,7,1,7,1,1,1,9
178,1,0,7,1,0,1,0,3,0,5,0,1,0,8
927,9,0,46,0,0,1,0,0,1,4,0,0,0,8
198,3,0,7,0,0,0,1,0,1,6,1,1,1,9
251,5,0,26,0,1,0,1,4,1,1,1,1,1,9
261,2,0,20,0,0,0,0,2,1,6,1,1,1,9
438,0,2,9,1,0,0,0,0,1,5,0,0,0,8
243,0,0,30,1,0,1,0,0,1,5,0,1,0,8
196,2,0,33,1,0,1,0,0,1,6,1,1,1,9
128,4,0,5,0,0,1,0,0,1,6,1,1,1,9
360,1,4,34,0,1,0,1,4,1,6,1,1,1,9
656,4,0,55,0,0,0,1,3,0,1,0,0,0,5
273,0,0,20,0,1,1,1,0,1,5,0,0,0,8
285,0,0,20,1,1,1,1,0,1,0,0,0,1,8
745,5,0,26,0,1,0,0,4,1,4,0,1,1,8
336,1,4,20,0,0,1,1,3,0,5,0,0,0,0
233,6,4,24,1,1,1,1,3,0,5,1,1,1,7
500,1,0,35,1,1,0,0,0,1,3,0,0,0,0
927,3,0,45,0,0,1,1,3,0,3,0,0,0,2
722,3,0,20,0,0,0,0,0,1,0,0,0,0,8
1044,5,0,12,0,0,0,1,0,1,0,0,0,0,8
966,2,0,3,0,1,1,0,3,2,4,0,0,0,4
556,0,0,20,1,1,1,1,0,1,0,0,0,0,8
947,4,0,33,0,0,1,1,1,0,3,1,1,1,2
707,2,0,29,0,0,0,1,3,0,0,0,0,0,0
574,4,0,33,0,1,1,0,3,0,5,0,0,0,7
482,2,0,9,0,0,0,0,0,1,3,0,0,0,4
811,0,0,20,1,1,0,1,2,1,5,0,1,1,7
336,2,4,22,1,0,0,0,3,0,3,0,0,0,0
205,2,0,51,1,1,0,1,1,2,4,0,0,1,9
337,0,4,20,1,0,1,0,0,1,0,0,0,0,7
3173,5,0,55,0,0,0,0,1,2,3,0,1,1,6
583,4,0,50,1,0,1,1,5,0,5,1,1,1,7
607,8,4,25,0,0,0,0,1,2,1,0,0,1,6
7543,5,4,20,0,1,1,0,1,2,1,0,1,1,2
184,4,0,55,1,1,0,1,0,1,5,0,0,1,9
411,2,0,20,0,0,0,1,0,1,0,0,0,0,0
1001,6,0,34,0,0,0,0,0,1,2,0,0,1,1
581,2,0,47,0,0,1,0,0,1,0,0,0,0,0
155,2,0,29,1,1,0,1,1,0,4,0,1,1,9
211,0,0,9,1,0,1,0,7,1,7,1,1,1,9
620,3,0,20,0,0,1,0,3,2,5,1,1,1,8
493,1,0,20,1,1,1,1,0,1,5,0,0,0,8
439,3,0,55,0,0,0,0,3,0,0,0,1,0,0
68665,5,0,20,0,0,0,1,0,1,0,0,1,1,8
162,0,0,20,1,1,1,1,0,1,0,0,0,0,8
170,4,0,41,1,1,1,1,6,1,6,1,1,1,9
381,2,4,20,0,0,0,0,3,0,3,0,0,1,7
495,0,0,21,1,0,1,0,5,0,5,0,0,0,8
994,2,0,27,0,0,0,1,3,2,0,0,0,0,2
407,2,0,3,0,0,1,0,3,0,3,0,1,0,8
643,2,0,4,1,1,0,0,3,2,4,0,0,0,0
663,2,0,20,0,0,1,0,0,1,3,0,0,0,0
211,3,0,20,1,1,0,1,2,1,5,0,0,1,8
895,6,0,15,0,1,1,1,3,0,2,0,1,1,0
703,5,0,9,0,0,1,1,3,2,1,0,0,0,6
744,5,0,29,0,1,1,1,3,2,2,0,0,0,6
302,1,0,25,1,0,0,1,3,0,5,0,1,1,8
166,0,0,20,1,1,0,1,0,1,5,1,1,1,9
912,8,0,34,0,1,1,0,3,0,2,0,0,0,8
447,3,0,34,0,0,1,0,4,1,5,0,0,1,7
253,0,4,20,1,1,0,1,0,1,5,0,1,1,8
136,1,4,20,0,0,0,0,0,1,5,0,1,1,9
944,10,0,20,0,0,0,0,1,2,4,0,0,0,6
1981,2,0,20,1,0,0,0,3,2,5,0,0,0,0
220,1,4,50,1,0,1,0,0,1,4,0,0,0,0
487,3,4,55,0,0,1,1,3,0,4,1,1,1,7
229,0,0,20,1,1,0,1,0,1,3,0,1,0,8
637,2,0,20,0,1,1,1,3,0,5,0,0,1,8
196,0,0,20,1,1,1,0,4,1,5,0,0,0,9
502,4,4,5,1,0,1,1,1,2,1,0,1,0,1
162,0,0,20,1,1,0,1,0,1,5,0,1,1,9
1800,4,0,20,0,0,0,1,1,0,3,0,1,0,5
249,2,4,45,1,1,0,1,3,0,5,0,1,0,8
207,3,0,55,0,0,0,0,1,2,1,0,0,0,8
222,0,4,20,1,0,1,0,0,1,0,0,0,1,9
529,7,0,53,1,0,0,0,1,0,4,0,1,1,9
501,7,0,23,0,1,1,0,0,1,2,1,0,0,8
467,1,0,34,1,1,0,1,3,0,0,0,1,1,8
715,5,0,48,0,1,0,0,5,2,1,0,1,0,5
430,5,0,55,0,1,0,0,3,0,1,0,0,1,8
324,3,0,55,1,0,0,0,3,0,3,0,0,0,8
153,1,0,15,1,1,1,0,3,0,0,0,0,0,8
231,0,0,9,1,1,0,1,2,1,6,1,1,1,9
200,3,4,55,0,1,1,1,2,1,6,1,1,1,9
1094,8,0,55,0,0,0,1,1,2,2,0,1,0,1
1116,9,0,13,0,1,0,1,3,0,1,0,0,1,8
250,2,0,20,0,0,0,0,0,1,4,0,1,0,5
125,0,0,29,1,1,1,1,6,1,6,1,1,1,9
297,2,2,21,1,0,1,0,0,1,3,0,1,1,0
256,1,0,20,1,1,0,1,0,1,5,0,0,1,7
280,2,0,21,1,1,0,0,3,2,0,0,0,0,2
323,2,4,20,1,0,0,1,7,1,7,1,1,1,9
274,5,0,46,0,0,0,0,0,1,1,1,1,1,7
397,2,0,35,1,0,0,1,3,2,0,1,1,1,8
322,0,0,20,1,1,0,0,0,1,5,0,0,0,8
1288,2,0,15,0,0,1,0,1,2,1,0,0,0,4
65457,0,4,20,1,1,1,1,0,1,0,0,0,0,8
524,2,4,29,0,0,1,0,3,2,5,0,1,0,8
146,0,0,21,1,0,1,1,6,1,0,0,0,1,9
296,0,0,20,1,0,0,1,2,1,3,0,0,1,2
749,1,0,20,0,1,0,1,3,0,0,1,1,1,0
238,1,0,20,1,0,1,1,2,1,5,0,0,0,8
371,6,4,46,0,0,1,1,3,0,6,1,1,1,9
346,2,0,30,1,1,0,1,0,1,3,0,1,1,8
198,1,0,55,1,1,1,0,6,1,0,0,1,0,8
311,1,0,20,1,0,1,1,3,0,5,0,0,0,8
289,1,0,5,1,1,1,1,6,1,0,0,1,0,0
695,5,0,42,0,0,0,0,1,2,1,0,1,1,1
721,3,0,20,0,1,1,0,3,2,0,0,0,1,8
233,1,0,51,1,0,0,0,3,0,0,0,0,0,0
246,3,0,55,0,0,1,0,3,0,3,0,1,0,8
335,5,4,41,0,1,1,1,2,1,5,0,1,0,8
190,3,0,33,1,1,0,1,4,1,6,1,1,1,9
299,1,0,33,1,1,0,1,3,2,5,1,1,1,8
128,3,0,34,1,1,0,1,6,1,0,0,1,0,0
369,1,0,20,0,1,0,1,0,1,3,0,1,0,4
173,0,0,55,1,0,1,1,0,1,5,0,0,0,7
324,1,4,20,1,0,0,1,3,0,5,0,0,0,0
73201,0,0,34,1,0,1,1,3,0,3,0,0,0,8
434,1,0,5,1,1,1,0,0,1,0,0,0,0,0
189,0,0,20,1,0,0,0,0,1,5,0,0,1,9
546,2,4,51,0,1,1,1,3,2,4,0,0,0,5
645,0,0,35,1,0,0,0,0,1,3,0,0,0,0
296,5,0,8,1,0,0,1,3,0,4,0,0,1,8
8207,0,0,20,1,0,1,0,3,0,5,0,0,1,9
424,3,4,34,1,0,1,0,1,2,4,0,0,0,2
397,6,4,55,0,0,1,0,3,0,6,1,1,1,9
537,2,0,21,0,0,1,0,0,1,0,0,1,0,8
992,1,0,47,1,1,1,1,6,1,3,0,1,0,5
3958,5,0,55,0,1,1,1,3,0,1,0,1,0,5
560,2,0,20,0,0,0,0,3,0,0,0,0,0,0
351,2,4,20,1,0,1,1,3,0,0,0,0,0,8
601,7,0,55,0,0,0,0,3,0,2,0,1,1,7
158,1,0,27,1,1,0,0,0,1,6,1,1,1,9
346,8,0,9,0,0,1,1,3,0,0,0,1,1,7
276,0,0,20,1,0,0,1,0,1,0,0,0,0,8
78938,6,4,34,1,0,0,1,3,0,1,0,0,0,7
319,2,0,33,1,0,1,0,6,1,5,0,0,0,8
389,1,4,20,0,1,1,0,3,0,0,0,0,0,8
288,3,0,9,1,1,0,0,3,0,4,0,1,0,0
158,3,0,51,0,0,1,0,0,1,0,0,0,1,0
464,1,0,20,1,0,0,0,3,0,0,0,1,1,8
456,1,0,20,0,0,1,0,0,1,0,0,0,0,8
430,7,0,24,0,1,1,1,3,2,2,0,1,0,2
287,8,0,25,1,0,1,0,3,0,1,0,1,0,2
601,3,0,20,1,0,0,1,3,2,4,0,0,0,5
638,8,0,32,0,0,0,0,3,0,3,0,0,1,0
491,4,0,55,0,0,1,1,3,0,1,0,1,0,0
922,2,0,29,0,0,1,1,3,2,3,0,0,0,0
6221,1,0,20,0,1,1,0,3,0,3,0,1,1,9
1607,2,0,48,0,0,0,0,3,2,3,0,0,0,4
226,2,0,33,1,1,0,1,0,1,7,1,1,1,9
227,0,0,51,1,0,1,0,3,0,0,0,0,1,7
500,2,0,35,0,0,1,0,1,0,4,0,0,0,2
638,3,0,18,0,1,1,0,3,2,4,0,0,0,0
524,1,4,50,1,1,1,1,3,0,5,0,0,0,8
540,1,0,51,0,0,1,0,3,2,0,0,0,0,0
380,3,0,5,1,1,1,0,0,1,3,0,0,0,5
1465,9,0,5,0,1,0,0,1,2,2,0,0,0,5
1577,7,0,48,0,1,1,1,3,0,4,0,1,0,0
228,1,0,20,1,1,1,0,0,1,0,0,0,0,8
180,1,0,55,1,0,0,1,0,1,5,0,0,0,8
529,4,0,20,0,1,1,0,5,2,0,0,0,0,0
3852,1,4,42,1,1,0,0,0,1,6,1,1,1,9
342,0,4,34,1,0,1,0,0,1,0,0,0,1,7
1065,7,0,55,0,1,1,1,1,2,2,0,1,0,6
214,0,0,20,1,0,1,1,3,0,0,1,1,0,8
518,3,4,53,0,0,1,0,3,0,5,0,1,0,8
134,4,0,13,0,1,1,1,1,2,0,0,1,1,9
305,0,4,20,1,1,1,1,0,1,0,0,1,1,7
259,1,0,20,1,1,1,0,7,1,7,1,1,1,9
400,1,0,14,1,1,1,1,0,1,0,0,1,1,8
573,2,4,46,1,0,1,1,3,2,0,0,0,0,8
196,2,0,5,1,0,1,0,6,1,5,0,0,1,8
557,6,0,55,1,1,1,1,3,0,5,0,0,1,0
312,2,0,20,0,0,1,0,0,1,0,0,1,1,7
361,4,0,2,1,0,0,1,3,2,0,0,0,0,8
1164,2,4,20,0,1,0,1,3,0,3,0,0,0,8
516,5,0,20,0,1,1,1,2,1,4,0,0,0,6
361,1,0,20,1,1,0,1,0,1,0,0,0,0,8
503,5,0,13,0,1,0,0,5,2,1,1,1,1,6
575,0,0,56,1,0,0,0,3,0,5,0,1,0,8
222,3,0,5,1,1,1,0,0,1,3,1,1,1,0
907,2,0,26,0,1,0,0,5,2,5,0,1,0,8
268,9,0,2,0,0,1,1,3,0,0,1,1,1,9
211,7,4,55,1,0,1,1,0,1,5,1,1,1,9
271,0,0,20,1,0,0,1,0,1,0,0,1,0,0
650,8,4,55,0,0,1,0,0,1,1,0,0,0,0
351,4,0,42,0,1,0,0,0,1,5,0,1,0,7
1062,8,0,45,0,0,0,1,1,2,0,0,0,0,8
394,3,0,51,0,1,1,1,0,1,5,0,0,0,8
10880,1,4,20,0,1,1,1,3,2,4,0,0,0,0
341,5,0,20,0,0,1,1,3,0,1,0,0,1,8
194,2,0,9,1,1,0,0,3,0,3,0,1,0,4
440,5,0,55,0,0,0,0,0,1,3,0,0,0,4
886,10,0,42,0,1,1,1,1,0,6,1,1,1,9
272,2,0,5,1,0,1,0,0,1,0,0,0,0,0
608,9,4,46,0,0,0,0,1,2,2,0,0,0,1
8345,4,4,34,0,0,0,0,1,2,1,0,0,0,5
481,1,4,20,1,0,0,1,3,0,5,0,0,1,8
271,6,0,28,0,1,0,1,1,2,6,1,1,1,9
193,3,0,52,0,1,0,1,0,1,0,0,1,0,8
525,2,4,34,1,0,1,1,2,1,4,0,0,0,2
152,5,0,55,0,1,0,1,7,1,7,1,1,1,9
441,0,0,41,0,0,1,1,6,1,0,0,0,0,8
4060,5,0,20,0,1,1,0,5,0,6,1,1,1,9
295,1,0,20,1,1,0,0,1,0,3,1,1,1,0
391,2,0,20,0,1,0,0,3,0,6,1,1,1,9
349,2,4,20,0,0,1,0,0,1,6,1,1,1,9
496,3,0,55,0,0,0,0,1,2,1,0,0,0,6
424,1,4,35,1,0,0,1,0,1,5,0,0,0,8
494,2,0,20,0,1,1,0,3,0,5,0,1,0,8
336,9,0,5,0,0,0,1,2,1,2,1,1,1,1
174,0,0,20,1,1,1,0,0,1,3,0,1,0,8
638,2,0,20,0,0,1,0,2,1,0,0,0,1,7
230,0,1,41,1,0,0,1,3,2,0,0,0,0,8
479,7,0,55,1,0,1,0,3,2,2,0,0,0,5
3485,4,0,25,0,1,0,1,1,2,4,0,0,1,6
415,5,4,20,0,1,0,0,1,2,1,1,1,1,2
323,0,4,20,1,1,1,0,0,1,0,0,0,0,2
39829,10,4,34,0,0,0,1,1,2,2,0,0,0,7
159,5,0,55,0,1,0,1,0,1,6,1,1,1,9
149,0,4,20,1,0,1,0,0,1,5,0,1,1,7
547,1,0,20,0,0,1,1,3,0,5,0,0,0,8
230,0,4,13,1,0,0,0,1,0,6,1,1,1,9
227,2,4,20,0,1,1,1,0,1,0,0,0,1,9
529,5,4,7,0,0,1,0,1,2,0,0,0,0,8
522,4,4,55,1,0,0,0,3,0,5,0,0,0,8
753,7,0,29,1,1,1,1,3,0,1,0,1,1,6
463,1,0,55,0,1,0,0,0,1,3,0,0,1,0
660,4,0,16,0,0,0,1,5,2,1,0,0,1,0
264,2,4,11,1,0,1,0,0,1,0,0,1,0,8
1431,2,4,20,0,0,1,0,3,0,3,0,0,0,2
321,3,0,9,0,1,0,1,2,1,2,1,1,1,1
246,2,0,21,0,0,1,0,0,1,0,0,0,0,8
226,3,4,2,0,0,0,0,0,1,5,0,1,1,7
757,3,0,32,0,1,1,1,0,1,1,0,0,0,6
933,2,0,9,0,1,0,1,0,1,0,0,1,1,0
182,0,0,30,1,1,0,1,7,1,7,1,1,1,9
583,3,0,29,0,1,0,0,1,2,4,0,0,0,5
565,0,4,20,1,1,1,1,0,1,0,0,0,0,8
667,4,0,55,0,1,0,0,1,2,1,0,0,0,6
239,1,4,20,0,1,0,1,2,1,6,1,1,1,9
122,3,0,20,0,0,1,0,5,1,7,1,1,1,9
157,0,0,20,1,0,1,0,6,1,5,0,1,1,7
10969,0,4,20,1,0,1,0,0,1,0,0,0,0,0
473,1,4,54,0,0,0,0,0,1,3,0,1,1,7
520,2,0,20,0,1,1,0,0,1,0,0,0,0,2
331,2,0,31,0,0,0,0,3,0,0,0,0,0,8
1378,4,0,34,0,0,1,0,3,0,4,0,0,1,2
641,2,0,20,0,1,1,0,0,1,0,0,0,0,8
320,1,4,20,1,0,1,1,3,0,0,0,0,0,8
1533,1,0,21,1,1,1,1,0,1,0,0,0,0,0
234,2,0,26,0,1,0,0,4,1,6,1,1,1,9
350,1,0,20,1,0,1,0,0,1,0,0,0,0,0
412,2,0,29,1,1,1,1,0,1,0,0,0,0,8
598,1,0,20,0,0,1,0,2,1,3,0,0,0,2
2333352,0,0,24,1,0,1,0,0,1,0,0,1,1,0
2263,5,4,45,0,1,0,1,5,2,0,0,0,0,8
404,1,4,41,1,0,0,0,3,2,5,0,0,1,7
311,2,0,55,1,0,0,1,6,1,0,0,0,0,8
171,3,0,56,0,0,0,0,0,1,5,0,1,0,7
466,2,0,20,0,0,0,0,3,0,3,0,1,0,2
5187,1,4,33,1,1,0,1,3,0,5,0,1,0,7
173,0,0,20,1,1,0,1,0,1,0,0,1,1,7
189,2,0,8,1,0,1,0,6,1,0,0,0,0,8
1584,5,0,7,0,0,0,0,1,2,4,0,0,1,2
13417,0,0,20,1,1,1,1,3,0,0,0,1,1,7
253,0,0,19,1,0,1,0,6,1,5,0,0,0,8
2133,2,4,10,0,1,1,1,1,2,3,0,0,0,8
443,1,0,20,0,0,1,0,0,1,5,0,0,0,8
297,0,0,20,1,1,0,0,0,1,0,0,0,1,0
156,0,0,20,1,0,1,0,0,1,6,1,1,1,9
138,0,4,20,1,1,1,1,6,1,5,0,0,0,8
153,1,0,20,1,1,0,1,0,1,0,0,1,1,9
715,8,0,46,0,0,0,0,3,2,2,0,0,0,5
414,1,4,55,1,1,1,1,3,0,0,0,0,0,0
225,0,0,20,1,0,0,0,0,1,0,0,0,0,0
748,3,4,34,0,1,1,1,3,2,2,0,0,1,4
148,1,0,20,0,1,0,1,7,1,7,1,1,1,9
509168,1,4,47,1,0,1,0,0,1,0,0,0,0,2
2564,5,0,44,1,0,0,0,3,2,2,0,0,0,0
241,0,0,20,1,0,1,0,3,2,3,0,0,0,0
371,3,0,55,0,0,1,0,3,2,0,0,1,0,5
287,3,0,7,0,0,0,1,1,2,4,0,1,1,6
213,0,4,20,1,1,0,1,0,1,0,0,1,1,8
407,2,0,30,0,1,1,1,3,0,6,1,1,1,9
322,7,0,1,1,1,0,0,3,0,5,0,0,0,8
123,0,0,20,1,1,0,0,4,1,6,1,1,1,9
1538,5,4,1,0,1,0,0,3,0,1,0,0,0,4
1070,5,4,24,0,0,0,0,0,1,4,1,0,0,8
498,2,4,34,1,0,0,0,0,1,3,0,0,0,0
535,1,4,27,1,0,1,1,0,1,0,0,0,0,8
458,5,0,55,0,0,1,0,3,2,1,0,1,0,6
678,5,0,20,0,0,1,0,4,1,2,0,1,0,8
189,0,0,48,1,1,1,1,0,1,0,0,1,1,0
232,0,4,20,1,1,1,1,0,1,0,0,0,0,7
791,3,0,34,0,0,1,0,1,2,0,0,0,0,0
542,8,0,55,0,0,0,1,1,2,1,0,0,0,6
156,3,4,55,0,0,0,1,0,1,0,1,1,1,8
200,2,0,5,1,0,1,0,3,2,4,0,0,0,5
270,0,0,56,1,1,1,0,0,1,4,0,0,0,0
132,2,4,34,1,0,0,1,3,0,6,1,1,1,9
684,6,4,20,0,0,1,0,1,2,0,0,0,0,0
123,0,0,20,1,1,0,0,0,1,5,0,1,1,9
330,0,0,20,1,0,1,1,0,1,5,1,1,0,7
4281,5,4,48,0,1,0,0,0,1,1,1,1,1,7
338,0,0,20,1,1,1,1,6,1,6,1,1,1,9
560,5,0,55,0,0,0,1,4,1,2,0,0,0,8
266,0,0,20,1,1,0,0,0,1,0,0,0,0,2
667,1,0,20,0,1,1,0,3,0,3,0,0,0,2
489,6,0,46,1,0,1,1,5,2,1,0,0,0,6
268,3,4,20,0,0,1,0,5,0,0,0,0,0,0
476,2,0,9,0,1,1,1,3,2,4,0,0,0,6
961,3,4,0,1,0,1,1,3,2,3,1,1,1,9
523,5,0,5,1,0,1,1,5,0,0,0,0,0,8
5579,4,0,2,0,1,0,1,3,2,3,0,0,0,5
511,0,0,20,1,1,1,1,0,1,4,0,0,0,2
422,1,0,56,1,0,0,0,0,1,3,0,0,0,2
79528,5,0,10,0,0,1,1,0,1,4,0,0,0,2
538,5,0,55,0,1,1,0,3,0,4,0,0,0,4
1359,6,0,45,0,0,0,1,0,1,4,0,0,0,0
442,2,0,55,0,0,0,0,3,0,3,0,0,0,5
602,5,0,34,0,0,0,0,1,2,1,0,0,0,4
445,2,4,20,0,0,1,0,0,1,3,0,0,0,8
393,1,4,50,1,1,0,1,3,0,3,0,0,0,8
177,6,0,20,0,0,1,1,2,1,6,1,1,1,9
369,0,0,0,1,0,0,1,0,1,5,0,0,0,8
724,3,4,6,1,1,0,1,3,0,0,1,1,1,8
697,5,0,25,0,0,0,1,1,2,2,0,0,0,5
756,2,4,34,0,0,1,0,5,2,3,0,0,0,8
2186,2,0,20,0,0,1,1,3,0,3,0,0,0,2
352,1,0,33,1,0,0,0,0,1,5,1,1,1,0
147,0,0,20,1,1,0,1,0,1,6,1,1,1,9
759,6,0,46,0,0,1,0,3,0,2,1,1,1,6
546,0,0,20,1,1,0,0,0,1,3,0,1,0,2
659,2,0,34,1,1,1,1,3,0,0,0,1,1,0
276,1,4,33,1,0,0,1,0,1,5,0,0,1,7
1039,4,0,20,0,0,1,0,2,1,4,0,1,1,6
389,2,4,20,1,1,0,1,1,2,3,1,1,1,4
6625,0,4,20,1,1,0,0,3,0,4,1,0,0,7
295,3,0,45,0,1,0,1,2,1,0,0,1,1,9
12148,6,0,46,0,1,0,0,4,1,2,0,0,1,0
282,3,4,32,0,0,1,1,3,0,0,0,0,0,0
342,1,0,20,1,1,1,0,5,0,3,0,1,0,0
287,2,4,2,1,1,0,1,3,2,0,0,0,0,2
764,5,0,15,0,0,1,0,4,1,4,0,0,0,8
361,0,0,34,1,0,0,0,0,1,3,0,0,0,2
3358,2,0,13,0,0,1,0,0,1,4,0,0,0,5
32861,9,0,55,0,1,0,0,1,2,2,0,0,1,5
473,7,0,5,1,0,1,1,0,1,0,0,0,0,7
276,2,0,53,0,0,0,1,0,1,0,0,1,0,7
407,2,0,20,1,1,0,0,2,1,0,0,0,0,0
211,1,4,42,1,1,0,1,0,1,6,1,1,1,9
354,3,4,20,1,0,1,0,1,2,1,0,0,0,6
4257,3,0,20,0,0,0,0,1,2,0,0,0,0,2
187,0,0,20,1,1,1,0,0,1,5,0,1,1,8
137,3,0,20,0,1,1,1,2,1,4,0,1,1,9
305,1,0,20,1,1,1,0,0,1,0,0,1,0,0
197,3,0,29,1,1,1,1,7,1,7,1,1,1,9
322,3,0,55,0,0,0,1,3,0,4,0,0,0,0
259,2,0,48,0,0,0,1,0,1,5,0,0,0,8
450,7,4,55,1,1,0,1,3,0,0,0,0,1,0
266,1,0,55,1,0,0,0,3,0,3,0,0,0,2
650,0,0,20,1,0,1,1,6,1,0,0,0,0,8
478,3,4,34,1,1,0,1,3,0,5,1,1,1,8
228,2,0,20,0,1,0,1,2,1,0,0,0,0,7
2331,2,0,20,0,0,1,0,6,1,3,0,0,0,2
616,3,0,20,0,1,0,0,2,1,5,0,0,0,8
532,4,1,27,1,1,0,0,0,1,4,1,1,1,8
165,0,0,20,1,1,0,0,3,0,5,0,1,0,8
390,6,0,55,1,0,1,1,3,0,4,0,0,1,0
833,0,4,20,1,1,0,1,2,1,5,0,0,0,7
793,2,0,49,0,0,1,0,3,0,0,0,0,0,8
1046,2,0,34,0,0,0,1,3,2,4,0,1,0,4
633,6,0,29,0,1,1,0,1,2,1,0,0,0,0
310,0,0,55,1,0,0,1,3,0,3,0,1,1,0
210,2,0,33,1,0,1,1,0,1,6,1,1,1,9
508,0,0,20,1,1,1,1,0,1,0,0,1,0,8
471,0,4,20,1,1,0,1,0,1,5,0,1,1,7
133,1,4,57,1,1,0,1,0,1,5,0,1,1,9
468,2,0,13,0,0,1,0,0,1,4,0,0,0,0
201,4,0,55,0,0,0,1,0,1,6,1,1,1,9
158,0,0,20,1,1,0,0,0,1,0,0,0,0,7
597,1,0,20,1,0,1,0,2,1,0,0,0,0,8
185,0,0,20,1,1,0,0,0,1,0,0,1,1,9
35043,0,0,33,1,1,1,1,4,1,5,0,0,0,8
457,0,0,20,1,0,1,0,0,1,0,0,0,0,8
1053,6,0,41,0,1,1,0,3,2,2,0,0,0,4
229,3,0,20,1,1,1,0,3,0,0,0,0,1,8
861,5,4,20,1,1,0,0,3,2,1,1,0,1,8
367,2,4,20,1,0,1,0,5,2,3,0,0,0,0
357,2,0,20,1,0,1,0,2,1,3,0,0,0,0
385,3,1,55,0,0,0,1,6,1,5,0,0,0,8
351,3,0,55,0,1,0,0,0,1,4,0,0,1,4
851,2,0,45,1,1,0,1,3,2,3,0,0,0,4
1874,8,0,55,0,0,0,0,3,0,3,0,0,0,2
619,7,0,55,0,0,1,1,3,0,2,0,0,0,2
136,0,0,21,1,1,1,1,3,0,6,1,1,1,9
354,9,0,46,0,0,0,0,5,0,6,1,1,1,9
201,0,0,47,1,1,0,0,6,1,0,0,0,1,8
633,1,0,20,0,0,1,0,3,2,3,0,0,0,0
318,3,0,13,0,1,1,1,7,1,7,1,1,1,9
